MRPL28, 8535, 6.893831
TMEM59L, 14384, 6.628413
NAA10, 8830, 6.566632
FADS3, 4425, 6.543709
HSD11B1L, 6178, 6.498141
DCAF11, 3377, 6.378109
AP2S1, 698, 6.367573
P2RX5, 9739, 6.356540
PMM1, 10504, 6.356321
MEA1, 8148, 6.326825
ACOT8, 142, 6.313185
WDR54, 15469, 6.254703
BYSL, 1520, 6.240994
CORO1A, 2946, 6.187434
STOML1, 13534, 6.182992
STK25, 13515, 6.157592
CERS1, 2469, 6.132058
SEMA4F, 12336, 6.124560
ERI3, 4297, 6.108963
RNF24, 11775, 6.077835
CRIP2, 3054, 6.059669
KIF21B, 6918, 6.047969
MORN4, 8450, 6.043226
PLD3, 10406, 6.029524
ARHGDIG, 830, 6.008529
RUNDC3A, 12065, 5.998829
NUDT2, 9471, 5.993556
SHC2, 12521, 5.949107
GBAP1, 5181, 5.916915
RIC8A, 11653, 5.916738
SHISAL1, 12531, 5.912525
TFPT, 14014, 5.912375
CDK5, 2341, 5.912340
BCKDK, 1286, 5.900243
PNCK, 10521, 5.895686
FDPSP2, 4773, 5.873513
SRRD, 13381, 5.868348
GBA, 5179, 5.822253
PMVK, 10520, 5.818813
DDX25, 3462, 5.808404
DCTPP1, 3422, 5.791939
BAD, 1224, 5.783641
GRK6, 5642, 5.774625
DNAJA1, 3689, 5.769290
DPCD, 3784, 5.754116
TRAPPC2L, 14638, 5.745723
NT5DC3, 9429, 5.745678
CGREF1, 2522, 5.736138
NLE1, 9194, 5.731417
LRSAM1, 7787, 5.729772
LSM4, 7801, 5.726647
ATP6V0D1, 1116, 5.722845
TIMM17B, 14099, 5.711925
TMEM54, 14379, 5.709901
MECR, 8152, 5.697485
TIMM10, 14095, 5.689118
MANBAL, 7953, 5.670611
SBF1, 12163, 5.662946
DBNL, 3369, 5.645857
GSS, 5672, 5.637968
MPV17, 8485, 5.637769
RPA2, 11824, 5.637605
TSTA3, 14830, 5.635856
LOC344967, 7577, 5.631954
NAXE, 8901, 5.630505
SLC39A3, 12813, 5.627088
USE1, 15187, 5.618760
SYNGR3, 13676, 5.607323
MED16, 8163, 5.604583
BTRC, 1512, 5.599151
CALM3, 1865, 5.595370
ATP13A2, 1067, 5.593055
EXOC3-AS1, 4365, 5.591262
DGCR6L, 3543, 5.581079
CYHR1, 3275, 5.580965
ASB1, 961, 5.567084
NUDT14, 9464, 5.555318
LCMT1, 7222, 5.546298
ASS1, 1005, 5.537277
MTCH1, 8652, 5.533743
CDH8, 2317, 5.529697
SSTR1, 13424, 5.523803
FBXW9, 4753, 5.519817
CIB1, 2634, 5.517027
PCDH19, 9903, 5.515335
UFC1, 15102, 5.502984
AP3B2, 700, 5.498892
GOSR2, 5478, 5.498350
TSTD1, 14831, 5.490271
PPP5C, 10781, 5.486769
NOP16, 9259, 5.472065
SLC35B1, 12772, 5.461396
ARMC10, 894, 5.455921
ACTR1A, 185, 5.453790
TMEM108, 14206, 5.451958
NAT14, 8893, 5.448057
BRF2, 1456, 5.437964
HRASLS, 6155, 5.433171
SKIV2L, 12597, 5.425893
